Soil;G;qt ;fs;u;gamma;mq;Rf
Clay;"2,78";"8620,408163";"349,3975904";"185,5698143";"19,78423982";"228,7642175";"4,053144396"
Clay;"2,78";"10775,5102";"341,3654618";"123,4762505";"19,69546154";"276,2425993";"3,16797493"
Clay;"2,78";"820,71155";"60,3225";"-1,915";"19,5";"603,464375";"7,3500245"
Clay;"2,78";"957,203175";"70,855";"-16,2775";"19,1";"629,7389309";"7,402294711"
Clay;"2,78";"1540,7324";"79,4725";"-15,32";"19,8";"631,4477049";"5,158098837"
Clay;"2,78";"1709,2524";"82,345";"-15,32";"18,8";"647,4440909";"4,817603298"
Clay;"2,78";"1683,945675";"74,685";"-16,2775";"19,4";"580,6709224";"4,435119322"
Clay;"2,78";"1710,07585";"84,26";"-13,405";"20,3";"558,848317";"4,927266823"
Clay;"2,78";"1955,4831";"70,855";"-3,83";"20,4";"434,5518";"3,623401297"
Clay;"2,78";"1678,6507";"78,515";"11,49";"19,5";"355,6463347";"4,677268475"
Clay;"2,78";2260;140;-10;"18,914";"376,6666667";"6,194690265"
Clay;"2,78";2230;145;-20;"19,306";"271,9512195";"6,502242152"
Clay;"2,78";2460;150;-45;"19,404";"234,2857143";"6,097560976"
Clay;"2,78";2590;160;-60;"19,502";"208,8709677";"6,177606178"
Clay;"2,78";1680;"99,9";-5;"18,9042";420;"5,946428571"
Clay;"2,78";2320;120;-4;"18,6886";"386,6666667";"5,172413793"
Clay;"2,78";3030;"142,8";-10;"19,1786";"378,75";"4,712871287"
Clay;"2,78";3500;171;-10;"18,9042";350;"4,885714286"
Clay;"2,78";4040;"185,7";-15;"18,914";"336,6666667";"4,596534653"
Clay;"2,78";4050;201;-20;"19,11";"289,2857143";"4,962962963"
Clay;"2,78";"1329,444444";"82,87777778";"234,193";"18,0369";"1329,444444";"6,23401588"
Clay;"2,78";"1438,333333";"74,87222222";"264,153";"18,5414";"719,1666667";"5,205484743"
Clay;"2,78";"2590,555556";"90,26666667";"339,913";"17,5029";"857,7998528";"3,484452069"
Clay;"2,78";"1716,666667";"98,46666667";"-77,7083";"16,5366";"420,751634";"5,73592233"
Clay;"2,78";"2257,777778";"122,6777778";"-57,6827";"16,0223";"449,7565294";"5,433562992"
Clay;"2,78";"2162,777778";"125,1944444";"-47,3463";"16,666";"359,2654116";"5,788594914"
Clay;"2,78";"2672,222222";"140,0444444";"-62,8855";"16,3581";"374,2608154";"5,240748441"
Clay;"2,78";"2462,222222";"115,6222222";"-52,3794";"18,9756";"300,2710027";"4,695848375"
Clay;"2,78";"4022,222222";"138,2722222";"5,80597";"18,6824";"427,8959811";"3,437707182"
Clay;"2,78";"7751,666667";"117,2555556";"34,6599";"20,0503";"727,1732333";"1,512649609"
Clay;"2,78";"6063,333333";"136,2444444";"45,6309";"19,6997";"541,3690476";"2,247022173"
Clay;"2,78";"12871,11111";"185,6777778";"19,8371";"18,5236";"1061,972864";"1,442593232"
Clay;"2,78";"3824,444444";"118,8833333";"82,7728";"17,3378";"288,8553206";"3,108512493"
Clay;"2,78";"12966,11111";"190,5";"-57,4188";"17,1887";"916,9809838";"1,469214619"
Clay;"2,78";"9962,222222";"158,6166667";"-11,6874";"16,1651";"668,6055183";"1,592181575"
Clay;"2,63";3894;136;"592,214";"21,021";"319,1803279";"3,492552645"
Clay;"2,63";3796;124;"780,178";"20,1488";"267,3239437";"3,266596417"
Clay;"2,63";5096;282;"451,192";"20,64475495";"295,4202899";"5,533751962"
Clay;"2,63";5432;153;"69,09";"20,4526";"299,2837466";"2,816642121"
Clay;"2,63";4614;122;"94,864";"20,7662";"246,08";"2,644126571"
Clay;"2,63";3650;93;"513,324";"20,8405299";"171,7647059";"2,547945205"
Clay;"2,63";4181;125;"517,244";"20,43726836";"184,5916115";"2,989715379"
Clay;"2,63";2831;136;322;"21,658";"629,1111111";"4,803956199"
Clay;"2,63";2608;101;305;"21,56";"521,6";"3,872699387"
Clay;"2,63";2181;93;311;"21,56";"363,5";"4,264099037"
Clay;"2,63";2600;97;330;"21,54480085";"371,4285714";"3,730769231"
Clay;"2,63";2345;93;322;"21,854";"260,5555556";"3,965884861"
Clay;"2,63";2105;79;0;"21,952";"191,3636364";"3,752969121"
Clay;"2,57";"3575,735732";"17,235";"2441,432927";"16,50608974";"127,7994437";"0,481998707"
Clay;"2,57";"3760,847134";"22,0225";"2668,658537";"17,05315391";"122,779497";"0,585572857"
Clay;"2,57";"4210,10878";"11,49";"2562,195122";"17,15993173";"119,5962503";"0,272914563"
Clay;"2,57";"4925,703537";"22,98";"3153,384146";"17,91955128";"132,7956722";"0,466532341"
Clay;"2,57";"4990,877988";"28,725";"3463,871951";"17,24732297";"116,5485458";"0,575550035"
Clay;"2,57";"4408,353902";"28,725";"2914,72561";"17,43185841";"87,39461724";"0,651603765"
Clay;"2,57";"4341,12";"70,08";550;"18,1";"585,0566038";"1,614329943"
Clay;"2,57";"3802,56";"36,48";1200;"17,81";"363,1862464";"0,959353699"
Clay;"2,57";"4098,24";"28,8";"1739,251701";"18,21";"303,1242604";"0,702740689"
Clay;"2,57";"3560,64";"23,04";"1905,85034";"18,3";"214,8847314";"0,647074683"
Clay;"2,57";"3370,56";24;"1845,646259";"17,95";"171,7920489";"0,71204785"
Clay;"2,57";"4092,48";"27,84";"2043,809524";"17,85";"180,5240406";"0,680272109"
Clay;"2,57";"4602,24";"36,48";"2048,231293";"17,76";"177,8987244";"0,792657489"
Clay;"2,57";"277,9166198";"1,910605463";"163,1069756";"14,93";"39,63233199";"0,687474346"
Clay;"2,57";"336,203126";"4,355527161";"222,3595393";"15,07";"41,98488153";"1,295504659"
Clay;"2,57";"376,747319";"3,919945987";"213,7069593";"14,78";"42,21806991";"1,040470838"
Clay;"2,57";"445,6641034";"7,891584872";"226,126697";"14,57";"36,47613645";"1,770747254"
Clay;"2,57";"476,2298441";"6,272496398";"317,2221047";"15,78";"36,59787652";"1,317115354"
Clay;"2,57";"517,7184579";"7,531258919";"309,2757002";"14,69";"36,95180828";"1,454701644"
Clay;"2,57";"561,8814402";"10,13126484";"316,9971337";"15,73";"37,76404815";"1,803096547"
Clay;"2,57";"647,2564917";"11,38539331";"416,7831159";16;"35,32367635";"1,759023425"
Clay;"2,57";"700,3089996";"10,38398328";"473,5856831";"16,17";"36,86458775";"1,482771645"
Clay;"2,57";"680,5019867";"9,222567041";"499,4444551";"14,96";"34,02349566";"1,355259385"
Clay;"2,57";"762,0185829";"10,59636207";"525,2183854";"16,3";"36,29246361";"1,390564786"
Clay;"2,57";"919,3254079";"11,86619009";"628,5686316";"16,36";"36,7660822";"1,290749716"
Clay;"2,57";"1026,255086";"12,22781038";"620,5290985";"16,43";"39,45789865";"1,191498151"
Clay;"2,57";"1014,866089";"9,54335762";"680,2296145";"16,24";"37,5773963";"0,940356341"
Clay;"2,57";"1138,232059";"17,53051643";"753,3729037";"16,36";"35,56535391";"1,540153108"
Clay;"2,57";"1220,010012";"15,50704225";"780,0452233";"16,43";"36,96493468";"1,271058606"
Clay;"2,57";"1242,4874";"7,746478873";"840,0226116";"16,43";"36,5413169";"0,623465387"
Clay;"2,57";"1246,206545";"8,924882629";"831,2417562";"16,17";"35,81995902";"0,716163999"
Clay;"2,57";"1494,031634";"7,103286385";"1010,052761";"17,76";"37,97876074";"0,475444176"
Clay;"2,57";"1538,671553";"8,460093897";"1033,389862";"18,16";"38,46135335";"0,549831046"
Clay;"2,57";"1519,76";5;680;"18,10096349";"217,1085714";"0,328999316"
Clay;"2,57";"1733,2";5;1000;"16,17";"115,5466667";"0,28848373"
Clay;"2,57";"1866,6";5;1200;"17,444";"93,33";"0,26786671"
Clay;"2,57";2000;5;1400;"17,836";80;"0,25"
Clay;"2,57";"2133,4";5;1600;"19,68442491";"71,11333333";"0,234367676"
Clay;"2,56";1710;"65,9";55;"20,13879808";"361,9683871";"3,85380117"
Clay;"2,56";1160;"42,1";473;"18,86387538";"181,2361905";"3,629310345"
Clay;"2,56";1160;"36,6";"561,5";"18,11076923";"177,0213953";"3,155172414"
Clay;"2,56";6040;"203,9";"3503,5";"18,9068413";"619,28875";"3,375827815"
Clay;"2,56";10560;"357,7";"4812,5";"19,61056731";"855,4903704";"3,387310606"
Clay;"2,56";"3717,95";"93,936";"-671,8";"19,74832041";"929,4875";"2,526553612"
Clay;"2,56";3444;"127,376";"-308,8";"19,63606557";"688,8";"3,698490128"
Clay;"2,56";3678;"94,272";"-33,6";"19,62023564";"593,2258065";"2,563132137"
Clay;"2,56";"4273,7";"173,658";514;"19,84659832";"610,5285714";"4,063411096"
Clay;"2,56";"4854,475";"159,786";"450,7";"19,66787905";"606,809375";"3,29151968"
Clay;"2,56";"4419,175";"46,934";"1078,3";"21,30521185";"347,9665354";"1,062053438"
Clay;"2,56";"4086,625";"42,974";"851,3";"19,81362398";"309,592803";"1,05157679"
Clay;"2,56";"4486,45";"108,844";"817,8";"20,29591068";"325,1050725";"2,426060694"
Clay;"2,56";"4795,95";"59,916";"1164,2";"20,55490522";"333,0520833";"1,2493041"
Clay;"2,56";"4495,525";"49,006";"1579,7";"20,88711303";"303,7516892";"1,090106272"
Clay;"2,56";"4553,625";"36,418";"1644,1";"20,92755049";"297,622549";"0,799758434"
Clay;"2,56";"5524,9";"74,468";1212;"21,48141593";"345,30625";"1,3478615"
Clay;"2,56";"4504,35";"53,844";"1577,8";"21,19775851";"274,6554878";"1,195377801"
Clay;"2,56";"10549,15";"180,688";"2580,6";"20,03191065";"316,4112178";"1,712820464"
Clay;"2,56";"10286,275";"273,994";"2860,3";"20,03191065";"302,5375";"2,663685348"
Clay;"2,56";"11970,45";"216,956";"3600,8";"20,03191065";"349,604264";"1,812429775"
Clay;"2,56";"10274,675";"94,358";"3486,3";"20,03191065";"298,8561664";"0,918355082"
Clay;"2,56";"10171,275";"113,488";"2850,6";"20,03191065";"294,9905742";"1,115769655"
Clay;"2,56";"10018,275";"156,392";"2875,4";"20,03191065";"289,8806424";"1,56106715"
Clay;"2,56";"9658,3";"195,868";"3101,6";"20,03191065";"278,6583958";"2,027975938"
Clay;"2,56";"9038,775";"216,422";"2973,9";"20,03191065";"258,2507143";"2,394373131"
Clay;"2,56";"9230,675";"216,194";"3270,3";"20,03191065";"262,2350852";"2,342125576"
Clay;"2,56";"7196,65";"181,36";2867;"20,03191065";"202,1530899";"2,520061417"
Clay;"2,56";"7969,75";"186,628";"3278,6";"20,03191065";"223,2422969";"2,34170457"
Clay;"2,56";"7902,85";"198,568";"2836,6";"20,03191065";"220,75";"2,512612539"
Clay;"2,56";"7896,875";"169,622";"3213,9";"20,03191065";"219,968663";"2,147963593"
Clay;"2,56";"7325,95";"179,728";"3068,6";"20,03191065";"203,4986111";"2,453306397"
Clay;"2,56";"861,8893101";"21,2349804";"-4,219409283";"18,3";"269,5114192";"2,463771177"
Clay;"2,56";"927,4186639";"51,35642228";"54,85232068";"19,2";"209,8676823";"5,53756618"
Clay;"2,56";"1887,66626";"42,8107263";"37,97468354";"20,3";"367,3800525";"2,267918181"
Clay;"2,56";"2086,235516";"46,46833301";"426,1603376";"19,4";"324,1801551";"2,227377142"
Clay;"2,56";"1566,005911";"44,60108377";"308,0168776";"19,5";"221,5020727";"2,848078889"
Clay;"2,56";"1701,412538";"35,79901047";"240,5063291";"20,4";"209,4137057";"2,104075859"
Clay;"2,56";"1728,838699";"48,4103322";"350,2109705";"19,9";"181,589515";"2,800164772"
Clay;"2,56";"1409,416565";"44,77628563";"426,1603376";"20,2";"139,9549465";"3,17693766"
Clay;"2,56";"2215,270192";"45,70562659";"400,8438819";"20,3";"199,8307835";"2,063207764"
Clay;"2,56";"1400,977746";"23,87778706";"392,4050633";"18,5";"114,1775934";"1,704365906"
Clay;"2,56";"1741,368417";"28,54162651";"603,3755274";"19,1";"129,8064411";"1,63903435"
Clay;"2,56";"1686,387586";"31,41725032";"586,4978903";20;"125,2866201";"1,862991081"
Clay;"2,56";"1935,975283";"47,82925314";"569,6202532";"19,3";"136,1556595";"2,470550815"
Clay;"2,56";"2175,057294";"61,35920667";"443,0379747";"18,4";"150,7280274";"2,821038638"
Clay;"2,56";"1856,225";"33,098";"460,1";"18,08657084";"285,5730769";"1,783081254"
Clay;"2,56";"1605,075";"39,094";"380,3";"18,88886516";"214,01";"2,435649424"
Clay;"2,56";"1881,175";"32,866";"516,7";"18,88886516";"221,3147059";"1,747099552"
Clay;"2,56";"1967,95";"40,34";583;"18,31792346";"204,9947917";"2,049848827"
Clay;"2,56";"1878,425";"41,166";"551,7";"18,31792346";"178,897619";"2,191516829"
Clay;"2,56";"1919,1";"43,476";"541,2";"18,71621406";"166,8782609";"2,265436924"
Clay;"2,56";"1925,7";"43,476";"391,2";"18,71621406";"155,2983871";"2,257672535"
Clay;"2,56";"2104,9";"46,796";"525,2";"18,97082577";"152,5289855";"2,223193501"
Clay;"2,56";"2020,25";"65,132";"503,4";"18,97082577";"144,3035714";"3,223957431"
Clay;"2,56";"3068,925";63;"378,9";"18,99847545";"190,6164596";"2,052836091"
Clay;"2,56";"2799,6";56;788;"19,74832041";"148,9148936";"2,000285755"
Clay;"2,56";"2232,15";"66,024";"593,8";"19,74832041";"107,3149038";"2,957865735"
Clay;"2,56";"2738,025";"86,63";"818,5";"19,08243398";"130,3821429";"3,163959423"
Clay;"2,56";"2551,3";"37,756";"717,2";"19,08243398";"113,3911111";"1,479873006"
Clay;"2,56";"2841,025";"59,058";"1012,1";"19,52631579";"121,9324034";"2,078756787"
Clay;"2,56";"3141,775";"98,114";"1114,3";"18,58780468";"119,4591255";"3,122884357"
Clay;"2,56";"2968,85";"82,188";"950,6";"19,49540712";"109,9574074";"2,768344645"
Clay;"2,56";"2912,9";"79,872";"1086,4";"19,49540712";"103,6619217";"2,742009681"
Clay;"2,56";"3501,425";"78,478";"1076,1";"19,58872813";"117,8930976";"2,241316036"
Clay;"2,56";"8715,625";"244,634";"1713,3";"20,72826006";"132,0549242";"2,80684403"
Clay;"2,56";"9680,825";"425,03";"1734,5";"21,02994652";"145,3577327";"4,390431601"
Clay;"2,56";"8873,225";"527,682";1870;"20,72826006";"132,436194";"5,946902056"
Clay;"2,56";"8358,05";"409,16";2015;"20,29591068";"122,5520528";"4,895400243"
Silt;"2,65";3791;147;-90;"18,76431324";"621,4754098";"3,877604854"
Silt;"2,65";4255;164;-92;"19,61739233";"467,5824176";"3,854289072"
Silt;"2,65";3251;157;-96;"19,43627579";"260,08";"4,829283297"
Silt;"2,65";4309;221;-98;"20,1521419";278;"5,128800186"
Silt;"2,65";"390,2439024";"2,02830683";"144,4442499";"19,62";"88,32224686";"0,519753625"
Silt;"2,65";"522,6480836";"2,380090033";"159,6593197";"19,62";"101,0622103";"0,45539056"
Silt;"2,65";"473,8675958";"2,673823059";"328,3538453";"19,62";"62,84925383";"0,564255307"
Silt;"2,65";"613,2404181";"3,732785797";"434,0610283";"19,62";"69,65991442";"0,608698593"
Silt;"2,65";"606,271777";"3,896217023";"467,5872732";"19,62";"65,09387004";"0,642651888"
Silt;"2,65";1180;30;100;"19,2";236;"2,542372881"
Silt;"2,65";1000;35;100;"18,8";100;"3,5"
Silt;"2,65";1200;37;250;19;80;"3,083333333"
Silt;"2,65";1560;40;300;"19,2";78;"2,564102564"
Silt;"2,65";1520;48;600;"18,4";"60,8";"3,157894737"
Silt;"2,65";1820;62;800;"18,8";"60,66666667";"3,406593407"
Mixture of clay and sand;"2,24";"10264,4";"461,515";"-29,6825";"19,32772705";"4667,466311";"4,496268657"
Mixture of clay and sand;"2,24";"4844,95";"266,185";"100,5375";"19,64199904";"1211,117533";"5,494071146"
Mixture of clay and sand;"2,24";"2786,325";"190,5425";"49,79";"19,01345507";"481,7346964";"6,838487973"
Mixture of clay and sand;"2,24";"4232,15";"182,8825";"28,725";"19,95627102";"448,3027371";"4,321266968"
Mixture of clay and sand;"2,24";"5448,175";"139,795";"7,66";"19,01345507";"482,8578985";"2,565905097"
Mixture of clay and sand;"2,24";"13989,075";"112,0275";"-68,94";"20,11340702";"1068,235657";"0,800821355"
Mixture of clay and sand;"2,24";"16287,075";"202,99";"-65,11";"19,64199904";"1091,418548";"1,246325691"
Mixture of clay and sand;"2,24";"9383,5";"62,2375";"-43,0875";"19,64199904";"556,3014555";"0,663265306"
Mixture of clay and sand;"2,24";"12054,925";"85,2175";"-0,9575";"20,11340702";"648,2558454";"0,706910246"
Mixture of clay and sand;"2,24";"19600,025";"43,0875";"141,71";"18,3849111";"846,3997236";"0,219833903"
Mixture of clay and sand;"2,24";"5467,325";"16,2775";"348,53";"18,07063912";"203,163322";"0,297723292"
Mixture of clay and sand;"2,24";"10455,9";"38,3";"479,7075";"18,69918309";"332,2526899";"0,366300366"
Mixture of clay and sand;"2,24";"9469,675";"220,225";"1511,8925";"18,69918309";"267,1938047";"2,325581395"
Mixture of clay and sand;"2,24";"4382,76475";"40,598";"1783,941238";"20,63922078";"160,2229679";"0,92631027"
Sand;"2,7";"54831,1";"737,873";"221,945";21;"1596,554214";"1,345719856"
Sand;"2,7";48828;"710,945";"392,688";21;"1221,396196";"1,456019087"
Sand;"2,65";"49914,86667";"704,5406667";"434,7113333";21;"1663,828889";"1,411484621"
Sand;"2,65";"70594,5";"1054,818";"594,6533333";21;"2016,985714";"1,49419289"
Clay;"2,62";"455,2705873";"7,495818337";"122,286392";"18,52827832";"77,79940416";"1,64645346"
Clay;"2,62";"512,5431857";"7,260392571";"141,5040221";"18,68383042";"69,89225259";"1,4165426"
Clay;"2,62";"487,3021193";"5,967866466";"189,1951993";"18,76390332";"59,26647397";"1,224674843"
Clay;"2,62";"585,6752436";"7,565073029";"211,4616099";"17,68009338";"65,34393214";"1,291683934"
Clay;"2,62";"620,7587789";"6,329727576";"256,06211";"17,44301754";"59,01579941";"1,019675885"
Clay;"2,62";"630,3305316";"8,60474008";"275,1540504";"17,71311178";"57,11048441";"1,365115546"
Clay;"2,62";"785,8537874";"10,53404811";"275,2797401";"18,42405262";"65,48781562";"1,340459037"
Clay;"2,62";"865,3283401";"7,570588679";"440,3844171";"17,93876285";"65,26219325";"0,874880473"
Clay;"2,62";"830,5670861";"7,988708393";"456,3663435";"16,50691276";"59,01397717";"0,961837825"
Clay;"2,62";"963,8948332";"14,12535386";"516,745733";"17,08862108";"63,78715808";"1,465445542"
Clay;"2,62";"986,2289228";"10,93910831";"431,2509668";"15,47287464";"59,17373537";"1,109185511"
Clay;"2,62";"1170,286959";"17,25094042";"612,1409787";"17,03818108";"68,09859461";"1,474077813"
Clay;"2,62";"1094,309158";"16,24141504";"418,8270252";"18,50652715";"59,09269453";"1,484170622"
Clay;"2,62";"1230,788816";"12,23258734";"434,8153973";"18,66033675";"63,90634235";"0,993881906"
Clay;"2,62";"1567,01516";"15,45995714";"431,7086062";"19,37589833";"78,64202476";"0,986586316"
Clay;"2,62";"1116,807611";"8,499297137";"653,8216109";"18,114972";"53,27527473";"0,76103503"
Clay;"2,62";"1155,00116";"9,069329429";"571,4916465";"17,75576322";"52,32387806";"0,785222538"
Clay;"2,62";"1234,408034";"11,26872306";"552,589852";"18,7438967";"53,41188608";"0,912884779"
Clay;"2,62";"1272,595137";"8,295920467";"717,6268499";"18,43872397";"53,18896085";"0,651890002"
Clay;"2,62";"128,0178147";"4,275654729";"47,40406321";"15,21";"64,08059398";"3,339890421"
Clay;"2,62";"175,4308259";"5,238834523";"74,49209932";"15,28";"58,19347584";"2,986267948"
Clay;"2,62";"183,015476";"4,980053485";"92,55079007";"15,43";"45,8063501";"2,721110583"
Clay;"2,62";"244,6541801";"6,072623798";"110,6094808";"15,56";"48,81081182";"2,482125502"
Clay;"2,62";"310,0852094";"6,134902691";"137,6975169";"15,8";"51,66211537";"1,978457052"
Clay;"2,62";"321,4621845";"5,746731133";"164,785553";"15,74";"45,85781277";"1,787684962"
Clay;"2,62";"383,1008887";"4,587049194";"182,8442438";"15,91";"48,15929885";"1,197347573"
Clay;"2,62";"405,854839";"5,61250788";"237,020316";"15,83";"45,10169862";"1,382885539"
Clay;"2,62";"439,0421573";"5,995846704";"273,1376975";16;"43,99444575";"1,365665371"
Clay;"2,62";"486,4551685";"7,859927399";"300,2257336";"16,05";"44,20174132";"1,615755759"
Clay;"2,62";"551,8861977";"8,823107193";"327,3137698";"15,56";"46,00883345";"1,598718582"
Clay;"2,62";"1747,5";25;810;"18,40197893";"291,25";"1,430615165"
Clay;"2,62";1935;"30,4";1070;"18,12046928";215;"1,571059432"
Clay;"2,62";"2866,5";35;1404;"18,48770987";"186,1363636";"1,221001221"
Clay;"2,62";2500;"27,2";1430;"18,72926169";"131,5789474";"1,088"
Clay;"2,62";3573;76;2423;"19,41898813";"160,2242152";"2,127064092"
Clay;"2,62";2620;"17,9";1730;"19,11076179";"104,8";"0,683206107"
Clay;"2,62";"2967,5";"34,8";1800;"18,29420849";"102,3275862";"1,172704297"
Clay;"2,62";"3797,5";"36,8";2230;"19,38875678";"118,671875";"0,969058591"
Clay;"2,62";3530;"36,4";2040;"19,15357918";"98,05555556";"1,031161473"
Clay;"2,62";"3867,5";"39,6";2270;"19,52631579";"96,6875";"1,023917259"
Clay;"2,62";5060;"83,6";2800;"19,15357918";"105,4166667";"1,652173913"
Clay;"2,62";5510;"30,4";3545;"18,55";"97,52212389";"0,551724138"
Clay;"2,62";"5480,5";"75,8";3313;"19,96373865";"90,88723051";"1,383085485"
Clay;"2,62";7515;105;4140;"18,88886516";"117,421875";"1,397205589"
Clay;"2,62";8862;65;4762;"19,05427803";"116,2992126";"0,733468743"
Clay;"2,62";7690;"108,8";4360;"18,9160221";"96,125";"1,414824447"
Clay;"2,62";"9317,5";"146,8";4750;"18,97082577";"110,922619";"1,575529917"
Clay;"2,62";7352;130;3902;"19,79721784";"81,50776053";"1,768226333"
Clay;"2,62";"7347,5";"105,8";4155;"19,37371226";"77,75132275";"1,43994556"
Clay;"2,62";9983;"134,6";4998;"19,01236291";"102,0756646";"1,348292097"
Clay;"2,62";"11812,5";"149,8";6070;"19,96373865";"111,4386792";"1,268148148"
Clay;"2,62";11240;"181,6";6030;"19,08243398";"101,2612613";"1,615658363"
Clay;"2,62";"10952,5";203;5990;"19,40384867";"96,0745614";"1,853458115"
Clay;"2,62";12403;162;6078;"20,7478673";"105,2886248";"1,306135612"
Clay;"2,56";"1817,28";"29,76";"1058,014482";"19,534375";"181,6283563";"1,637612256"
Clay;"2,56";"1614,72";"37,44";"1071,473323";"19,8774119";"155,6922628";"2,318668252"
Clay;"2,56";"2116,8";48;"1184,76686";"19,36884257";"134,0051864";"2,267573696"
Clay;"2,56";"2423,04";"34,56";"1458,878598";"19,57802691";"137,4765553";"1,426307448"
Clay;"2,56";"2098,56";"34,56";"1740,018841";"19,11837607";"87,79231091";"1,64684355"
Sand;"2,34";6005;"36,03";55;"19,23974";"480,4";"0,6"
Sand;"2,34";10500;84;100;"19,49947";420;"0,8"
Clay;"2,47";74;"0,8951";"17,334";"16,01";"49,33333333";"1,209594595"
Clay;"2,59";82;"1,748";"49,178";"15,28";41;"2,131707317"
Clay;"2,64";118;"7,064";"48,6242";"17,48";"47,2";"5,986440678"
Clay;"1,95";522;"18,2055";"70,361";"12,79";"158,1818182";"3,487643678"
Clay;"2,6";"317,9";"10,9623";"156,3404";"16,3";"79,475";"3,448348537"
Clay;"2,54";"344,2";"5,8071";"159,1092";"15,08";"76,48888889";"1,687129576"
Clay;"2,58";"291,7";"5,1238";"154,4018";"16,88";"58,34";"1,756530682"
Clay;"1,69";"271,3";"3,5736";"151,9098";"10,86";"47,1826087";"1,317213417"
Clay;"2,47";"287,5";"3,6692";"155,7866";"18,98";"47,91666667";"1,276243478"
Clay;"2,65";"262,6";"3,5805";"153,4329";"15,79";"40,4";"1,363480579"
Clay;"2,66";"331,8";"3,4672";"162,4324";"16,24";"47,4";"1,044966847"
Clay;"2,74";"277,8";"3,3326";"169,6318";"15,34";"36,07792208";"1,199640029"
Clay;"2,28";"201,7";"2,8298";"174,6162";"11,07";"24,30120482";"1,402974715"
Clay;"2,5";"304,1";"2,5537";"185,9692";"13,8";"33,78888889";"0,839756659"
Clay;"2,5";293;"2,4191";"202,3066";"14,35";"30,20618557";"0,825631399"
Clay;"2,35";"287,5";"3,2968";"206,1834";"11,79";"28,75";"1,146713043"
Clay;"2,66";"290,3";"3,5233";"217,5366";"12,09";"28,18446602";"1,213675508"
Clay;"2,62";"373,3";"2,5746";"226,9514";"15,28";"33,93636364";"0,689686579"
Clay;"2,66";"376,1";"3,027";"258,2416";"15,54";"31,87288136";"0,804839139"
Clay;"2,62";"284,7";"2,8363";"256,3032";"18,27";"23,14634146";"0,996241658"
Clay;"2,57";"420,3";"3,2113";"261,4259";"17,29";"32,33076923";"0,764049488"
Clay;"2,6";"439,7";"3,125";"291,8855";"14,29";"31,63309353";"0,710711849"
Clay;"2,65";"440,8";"3,1898";"279,0094";"17,29";"30,82517483";"0,723638838"
Clay;"2,64";"466,5";"4,154";"304,2082";"15,38";"31,52027027";"0,890460879"
Clay;"2,6";"463,5";"3,5153";"319,8534";"18,27";"30,9";"0,758425027"
Clay;"2,53";"404,9";"3,303";"329,6834";"16,92";"26,12258065";"0,815756977"
Clay;"2,64";"467,4";"3,7628";"348,7898";"17,6";"28,67484663";"0,805049208"
Clay;"2,62";"513,87";"4,2122";"357,0971";"16,2";"30,22764706";"0,819701481"
Clay;"2,72";"469,6";"5,649";"374,8191";"15,79";"26,38202247";"1,202938671"
Clay;"2,66";"615,7";"5,341";"375,9266";"16,25";"33,64480874";"0,867467923"
Clay;"2,64";"608,5";"5,1214";"410,8166";"15,5";"32,02631579";"0,841643385"
Clay;"2,58";"704,8";"6,4733";"458,7214";"16,11";"35,95918367";"0,918459137"
Clay;"2,62";"688,2";"5,737";"465,921";"16,48";"34,06930693";"0,833623947"
Clay;"2,71";"1077,2";"6,551";"431,031";"16,48";"51,2952381";"0,608150761"
Clay;"2,47";"394,9";"8,47";"14,51";"16,01";"263,2666667";"2,144846797"
Clay;"2,59";"491,45";"11,05";"22,42";"15,28";"245,725";"2,248448469"
Clay;"2,64";"437,78";"17,63";"30,11";"17,48";"175,112";"4,027136918"
Clay;"1,95";"490,07";"10,31";"46,59";"12,79";"148,5060606";"2,103781092"
Clay;"2,6";"454,1";18;"69,45";"16,3";"113,525";"3,963884607"
Clay;"2,54";"516,64";"17,24";"105,27";"15,08";"114,8088889";"3,336946423"
Clay;"2,58";"415,09";"10,57";"152,19";"16,88";"83,018";"2,546435713"
Clay;"1,69";"427,75";"7,46";"179,42";"10,86";"74,39130435";"1,744009351"
Clay;"2,47";"433,07";"6,47";"186,37";"18,98";"72,17833333";"1,493984806"
Clay;"2,65";"425,33";"4,57";"189,39";"15,79";"65,43538462";"1,074459831"
Clay;"2,66";"435,84";"4,38";"203,41";"16,24";"62,26285714";"1,004955947"
Clay;"2,74";"440,86";"3,77";"214,28";"15,34";"57,25454545";"0,855146759"
Clay;"2,28";"491,74";"3,37";"228,68";"11,07";"59,24578313";"0,685321511"
Clay;"2,5";"503,52";"4,55";"246,81";"13,8";"55,94666667";"0,903638386"
Clay;"2,5";"570,6";"5,22";"260,88";"14,35";"58,82474227";"0,914826498"
Clay;"2,35";"565,34";"4,98";"267,14";"11,79";"56,534";"0,880885839"
Clay;"2,66";"562,57";"2,39";"266,59";"12,09";"54,6184466";"0,42483602"
Clay;"2,62";"573,64";"1,82";"253,18";"15,28";"52,14909091";"0,317272157"
Clay;"2,66";"870,45";"6,02";"152,19";"15,54";"73,76694915";"0,691596301"
Clay;"2,47";"1381,09";"22,97";"8,11";"16,01";"920,7266667";"1,663179083"
Clay;"2,59";"1294,9";"23,17";"15,71";"15,28";"647,45";"1,789327361"
Clay;"2,64";"1270,75";"21,71";"20,66";"17,48";"508,3";"1,708439898"
