Soil;G;qt ;fs;u;gamma;mq;Rf
Clay;"2,5";"734,074";"12,076";"489,7882";"14,8";"56,46723077";"1,645065756"
Clay;"2,5";"754,472";"13,455";"446,81";"14,8";"56,4091215";"1,783366381"
Clay;"2,5";"770,62";"13,49482";"466,0798";"14,8";"56,04509091";"1,751163998"
Clay;"2,466";"858,326";"16,91488";"530,3818";"14,4";"57,22173333";"1,970682468"
Clay;"2,466";"838,118";"15,473";"513,1634";"14,4";"54,60052117";"1,846160087"
Clay;"2,487";"794,43";"11,4145";"554,698";"16,2";"47,2875";"1,436816334"
Clay;"2,487";"768,832";"11,5552";"546,23";"16,2";"44,76459971";"1,502955132"
Clay;"2,487";"757,272";"11,86314";"549,484";"16,2";"43,14940171";"1,566562609"
Clay;"2,475";"842,56";"12,60492";"602,6734";"17,7";"44,69814324";"1,496026396"
Clay;"2,475";"776,34";"13,62338";"546,1888";"17,7";"40,38179454";"1,754821341"
Clay;"2,475";"899,086";"16,38232";"620,1454";"17,7";"45,87173469";"1,82210823"
Clay;"2,512";"905,194";"14,2638";"645,3088";"17,2";"44,59083744";"1,575772707"
Clay;"2,512";"933,686";"13,8877";"649,1928";"17,2";"45,1601451";"1,48740583"
Clay;"2,512";"953,382";"14,94142";"662,831";"17,2";"45,29130641";"1,567201814"
Clay;"2,481";"1177,574";"18,97086";"479,4942";"16,7";"53,04387387";"1,611012132"
Clay;"2,481";"1111,392";"17,91474";"603,9406";"16,7";"49,23109635";"1,611919107"
Clay;"2,481";"1081,972";"17,22338";"690,06";"16,7";"47,14474946";"1,591850806"
Clay;"2,537";"1145,12";"17,79764";"768,123";"16,3";"47,5153527";"1,554216152"
Clay;"2,537";"1174,622";"17,5278";"769,212";"16,3";"48,04179959";"1,492207706"
Clay;"2,537";"1244,44";"31,96449";"117,8842";"16,1";"167,0389262";"2,568584263"
Clay;"2,469";"621,294";"12,244";"257,4856";"16,1";"79,44936061";"1,970725615"
Clay;"2,469";639;"12,3756";"331,1098";"16,1";"77,92682927";"1,936713615"
Clay;"2,469";"705,346";"12,88796";"405,3306";"15,2";"78,37177778";"1,827182688"
Clay;"2,451";"705,134";"13,59152";"405,7332";"15,2";"75,21429333";"1,927508814"
Clay;"2,451";"725,85";"14,41218";"425,7654";"15,2";"74,44615385";"1,985559"
Clay;"2,451";"718,24";"14,08382";"435,4532";"15,1";"65,29454545";"1,960879372"
Clay;"2,463";"725,334";"14,6283";"429,236";"15,1";"63,76562637";"2,016767448"
Clay;"2,463";"694,922";"12,06241";"440,6686";"15,1";"59,14229787";"1,73579337"
Clay;"2,463";"747,012";"13,0585";"428,66";"14,8";"57,46246154";"1,748097755"
Clay;"2,5";"680,348";"13,61504";"415,4";"14,8";"50,86714019";"2,001187628"
Clay;"2,5";"808,978";"17,36442";"479,9086";"14,8";"58,83476364";"2,14646381"
Clay;"2,5";"880,126";"17,4915";"514,377";"14,4";"58,67506667";"1,987385897"
Clay;"2,466";"872,536";"17,99388";"505,448";"14,4";"56,84273616";"2,062250727"
Clay;"2,466";"823,168";"13,72196";"529,09";"16,2";"48,99809524";"1,666969561"
Clay;"2,487";"810,01";"13,09113";"521,5916";"16,2";"47,16215429";"1,616168936"
Clay;"2,487";"655,808";"9,64444";"478,5238";"16,2";"37,36797721";"1,47061945"
Clay;"2,487";"756,922";"12,655";"578,878";"17,7";"40,15501326";"1,671902785"
Clay;"2,475";"751,524";"10,20795";"513,1312";"17,7";"39,09097529";"1,358299935"
Clay;"2,475";"790,168";"11,16068";"517,6305";"17,7";"40,31469388";"1,412443936"
Clay;"2,475";"924,82";"13,54356";"610,7608";"17,2";"45,55763547";"1,464453623"
Clay;"2,512";"773,832";"14,05822";"614,0983";"17,2";"37,42839178";"1,816701816"
Clay;"2,512";"958,036";"13,89348";"624,082";"17,2";"45,51239905";"1,450204376"
Clay;"2,512";"896,432";"10,94476";"637,3225";"16,7";"40,37981982";"1,220924733"
Clay;"2,481";"616,8025";"15,52923";"596,9514";"16,7";"27,32236988";"2,517698939"
Clay;"2,481";"1103,846";"14,4303";"660,189";"16,7";"48,09786492";"1,307274747"
Clay;"2,537";"1198,152";"16,77658";"742,725";"16,3";"49,71585062";"1,400204648"
Clay;"2,537";"1217,71";"18,70514";"751,456";"16,3";"49,80408998";"1,536091516"
Clay;"2,469";"1446,414";"28,0325";"91,7218";"16,1";"194,1495302";"1,938068907"
Clay;"2,469";"659,858";"16,38954";"334,7156";"16,1";"84,38081841";"2,483798029"
Clay;"2,469";"592,712";"8,33065";"353,6878";"16,1";"72,28195122";"1,405513976"
Clay;"2,451";"663,158";"10,26234";"425,0983";"15,2";"73,68422222";"1,547495469"
Clay;"2,451";"534,122";"10,94332";"423,9627";"15,2";"56,97301333";"2,048842774"
Clay;"2,451";"699,432";"10,5108";"435,6089";"15,2";"71,73661538";"1,502762241"
Clay;"2,463";"692,728";"12,98065";"456,4676";"15,1";"62,97527273";"1,873845146"
Clay;"2,463";"718,586";"13,76226";"444,8202";"15,1";"63,1723956";"1,915186213"
Clay;"2,463";"682,304";"11,62426";"432,0312";"15,1";"58,06842553";"1,70367754"
Clay;"2,5";"755,212";"11,40456";"486,7124";"14,8";"58,09323077";"1,510113716"
Clay;"2,5";"686,566";"10,2561";"445,1896";"14,8";"51,33203738";"1,493825794"
Clay;"2,5";"705,326";"16,7899";"441,8155";"14,8";"51,29643636";"2,380445354"
Clay;"2,466";"850,928";"14,97938";"548,5143";"14,4";"56,72853333";"1,760358103"
Clay;"2,466";"866,066";"15,92864";"555,9622";"14,4";"56,42123779";"1,839194703"
Clay;"2,487";"774,196";"12,24214";"528,994";"16,2";"46,08309524";"1,581271409"
Clay;"2,487";"756,536";"12,2427";"533,3467";"16,2";"44,0486754";"1,618257426"
Clay;"2,487";"748,042";"11,22559";"517,3912";"16,2";"42,62347578";"1,500663064"
Clay;"2,475";"815,18";"11,96999";"589,4754";"17,7";"43,24562334";"1,468386123"
Clay;"2,475";"831,932";"12,21436";"617,0028";"17,7";"43,27344603";"1,468192112"
Clay;"2,475";"782,544";"14,43073";"604,8684";"17,7";"39,92571429";"1,844079055"
Clay;"2,512";"905,654";"13,52149";"650,5554";"17,2";"44,61349754";"1,493008367"
Clay;"2,512";"917,332";"14,19247";"653,9336";"17,2";"44,36914148";"1,547146507"
Clay;"2,512";"938,722";"13,68455";"670,8017";"17,2";"44,59486936";"1,457785159"
Clay;"2,481";"984,868";"11,52648";"692,7702";"16,7";"44,36342342";"1,170357855"
Clay;"2,481";"899,726";"11,41629";"633,8934";"16,7";"39,85497231";"1,268862965"
Clay;"2,481";"1106,112";"18,31799";"695,4158";"16,7";"48,19660131";"1,656070091"
Clay;"2,537";"1130,138";"15,77884";"740,9454";"16,3";"46,89369295";"1,396187014"
Clay;"2,537";"1168,368";"18,35287";"753,9138";"16,3";"47,78601227";"1,57081245"
Clay;"2,557";"856,4";"35,8056";"21,345";"16,32";"419,8039216";"4,180943484"
Clay;"2,554";"356,6";"18,4648";"63,051";"15,45";"118,8666667";"5,178014582"
Clay;"2,59";"283,32";"10,7134";"157,3084";"13,77";"70,83";"3,781377947"
Clay;"2,541";"305,86";"11,9204";"159,7328";"14,01";"61,172";"3,897338652"
Clay;"2,548";"328,45";"14,5804";"180,7179";"13,91";"54,74166667";"4,4391536"
Clay;"2,549";"368,36";"15,7158";"200,8852";"13,93";"52,62285714";"4,26642415"
Clay;"2,542";"399,33";"15,5762";"225,5334";"14,24";"49,91625";"3,900583477"
Clay;"2,561";"430,02";"15,628";"253,2056";"14,1";"47,78";"3,63424957"
Clay;"2,565";"234,0134";"26,2861";"53,239";"14,266";"78,00446667";"11,23273283"
Clay;"2,565";"244,09";"23,7707";"126,3674";"15,373";"48,818";"9,738498095"
Clay;"2,565";"253,34";"25,4334";"145,89";"14,462";"46,06181818";"10,03923581"
Clay;"2,565";"234,402";"30,02844";"15,9478";"14,461";"468,804";"12,81065861"
Clay;"2,565";"96,788";"14,5139";"17,5412";"13,6922";"96,788";"14,9955573"
Clay;"2,565";"106,996";"14,29372";"35,0442";"13,877";"71,33066667";"13,35911623"
Clay;"2,565";"192,4886";"16,43974";"79,0544";"14,01";"76,99544";"8,540630458"
Clay;"2,763761468";"351,6094";"5,26934";"275,965";16;"23,44062667";"1,498634564"
Clay;"2,694444444";"318,4678";"5,34538";"262,2224";16;"20,54630968";"1,678467964"
Clay;"2,629076087";"310,937";"5,52396";"255,258";16;"19,4335625";"1,776552807"
Clay;"3,067484663";"351,04";"5,243808";"290,4134";16;"21,27515152";"1,49379216"
Clay;"2,722857143";"366,5272";"5,71736";"305,1104";16;"21,56042353";"1,559873319"
Clay;"2,731152205";"349,6962";"5,29494";"290,5598";16;"19,86910227";"1,514154286"
Clay;"2,736389685";"381,1978";"6,74172";"309,0796";16;"21,17765556";"1,768562148"
Clay;"2,69870317";"337,841";"7,06918";"344,4934";16;"18,26167568";"2,092457695"
Clay;"2,77645187";"446,7422";"7,09868";"366,198";16;"23,51274737";"1,588988011"
Clay;"1,657566303";"449,753";"6,06084";"368,4656";16;"23,06425641";"1,347593012"
Clay;"2,908050222";"451,7936";"6,18792";"354,908";16;"22,58968";"1,369634275"
Mining tailing - iron;"3,7429";2584;31;39;"24,63393991";"397,5384615";"1,199690402"
Mining tailing - iron;"3,7122";4558;49;72;"25,34647192";"479,7894737";"1,075032909"
Mining tailing - iron;"3,911";4549;64;147;"25,81994028";"363,92";"1,406902616"
Mining tailing - iron;"4,3285";1615;35;220;"29,85333465";"104,1935484";"2,167182663"
Mining tailing - iron;"4,295";4808;96;129;"27,70413146";"259,8918919";"1,996672213"
Mining tailing - iron;"3,9348";437;206;206;"26,69173005";"20,3255814";"47,1395881"
Mining tailing - iron;"4,013";2674;111;1789;"24,48349074";"109,1428571";"4,151084518"
Mining tailing - iron;"3,969";3485;39;33;"27,265847";"536,1538462";"1,119081779"
Mining tailing - iron;"4,192";4699;42;49;"29,89421662";"587,375";"0,893807193"
Mining tailing - iron;"4,185";4575;42;55;"28,20049921";"481,5789474";"0,918032787"
Mining tailing - iron;"3,461";807;93;136;"25,00032518";"48,90909091";"11,52416357"
Mining tailing - iron;"2,9133";2739;54;273;"23,37151905";"156,5142857";"1,971522453"
Mining tailing - iron;"4,3012";6320;35;24;"28,73826602";"972,3076923";"0,553797468"
Mining tailing - iron;"4,3421";2251;16;92;"29,08480968";"236,9473684";"0,710795202"
Mining tailing - iron;"3,906";8086;79;117;"27,01637085";"646,88";"0,976997279"
Mining tailing - iron;"3,7986";11448;104;130;"27,01667183";"738,5806452";"0,908455625"
Clay;"2,75";"922,08";16;"489,24";"16,70034512";"76,84";"1,735207357"
Clay;"2,76";"1152,6";19;"611,55";"16,86647883";"76,84";"1,648446989"
Clay;"2,75";"1421,54";22;"754,245";"16,41884102";"76,84";"1,547617373"
Clay;"2,76";"1767,32";24;"937,71";"17,60030914";"76,84";"1,357988367"
Clay;"2,74";3500;48;1100;"19,6";"411,7647059";"1,371428571"
Clay;"2,74";4100;81;970;20;"450,5494505";"1,975609756"
Clay;"2,74";4500;"77,7";850;"19,9";"468,75";"1,726666667"
Clay;"2,74";5020;"72,2";1600;21;"473,5849057";"1,438247012"
Clay;"2,74";4000;67;1200;"18,7";"347,826087";"1,675"
Clay;"2,74";4100;74;1330;"20,8";"338,8429752";"1,804878049"
Clay;"2,75";4800;"70,4";1600;20;"338,028169";"1,466666667"
Clay;"2,74";5900;"59,2";2400;"20,3";"325,9668508";"1,003389831"
Peat;"1,572";"365,8536585";"12,28070175";0;"14,672";"219,3154996";"3,356725146"
Peat;"1,572";"646,3414634";"47,36842105";0;"13,272";"324,6264557";"7,328699106"
Peat;"1,572";"146,3414634";"14,9122807";0;"10,192";"51,31155085";"10,19005848"
Peat;"1,572";"243,902439";"16,66666667";0;"10,136";"60,03338179";"6,833333333"
Peat;"1,572";"158,5365854";"9,649122807";0;"10,808";"31,17606573";"6,086369771"
Peat;"1,572";"134,1463415";"7,01754386";0;"11,592";"23,40738196";"5,231259968"
Peat;"1,572";"134,1463415";"3,50877193";0;"12,04";"21,30671948";"2,615629984"
Peat;"1,572";"134,1463415";"5,263157895";0;"11,48";"20,18531319";"3,923444976"
Peat;"1,572";"121,9512195";"3,50877193";0;"13,216";"16,12996557";"2,877192982"
Peat;"1,572";"170,7317073";"4,385964912";0;"13,16";"17,29026827";"2,568922306"
Peat;"1,572";"268,2926829";"7,894736842";0;"13,384";"25,18066847";"2,942583732"
Peat;"1,572";"317,0731707";"14,03508772";0;"11,48";"28,39651288";"4,426450742"
Peat;"1,572";"472,2845659";"10,58638726";"48,74507114";"12,8";"106,1637203";"2,241527254"
Peat;"1,572";"532,5054662";"6,831205788";"100,7560932";"12,8";"79,50265902";"1,282842378"
Peat;"1,572";"149,6982727";"13,28087736";"14,85148515";"10,5";"147,6273105";"8,871763925"
Peat;"1,572";"139,9141191";"12,77303606";"12,21122112";"10,5";"69,55712456";"9,129197354"
Peat;"1,572";"133,4302956";"10,60732095";"22,77227723";"10,5";"43,31797425";"7,94970955"
Peat;"1,572";"163,6174749";"9,635506251";"26,73267327";"10,5";"40,38455065";"5,889044711"
Peat;"1,572";"139,3708896";"7,331177278";"46,53465347";"10,5";"27,45850298";"5,260192639"
Peat;"1,572";"191,5919877";"3,103020886";"72,93729373";"10,5";"31,78829305";"1,619598462"
Peat;"1,572";670;"31,7";"112,7";11;"166,1294322";"4,731343284"
Peat;"1,572";690;"18,1";"117,7";"10,9";"137,6421305";"2,623188406"
Peat;"1,572";650;19;"126,1";"11,7";"99,84639017";"2,923076923"
Peat;"1,572";650;"21,2";"168,2";"11,8";"90,21512838";"3,261538462"
Peat;"1,572";630;"23,5";"182,5";"11,2";"78,64186743";"3,73015873"
Peat;"1,572";660;"28,8";"182,1";"11,5";"69,3131695";"4,363636364"
Peat;"1,572";670;"25,7";"218,7";11;"65,60266327";"3,835820896"
Peat;"1,572";680;"25,7";"235,1";"11,5";"61,72839506";"3,779411765"
Peat;"1,572";700;"25,7";"236,4";"11,3";"59,33209018";"3,671428571"
Peat;"1,572";720;"25,5";"250,7";"13,2";"58,53182668";"3,541666667"
Peat;"1,572";720;"25,5";270;"11,2";"54,56612353";"3,541666667"
Peat;"1,572";740;"20,8";"275,9";"11,9";"52,47482627";"2,810810811"
Clay;"2,66";295;"9,8";141;"15,86381244";"84,28571429";"3,322033898"
Clay;"2,66";341;"8,2";159;"14,58511723";"75,77777778";"2,404692082"
Clay;"2,66";356;"7,03";176;"14,29541284";"64,72727273";"1,974719101"
Clay;"2,66";343;"5,5";"179,5";"14,29541284";"52,76923077";"1,603498542"
Clay;"2,66";385;"9,31";"189,5";"16,84281346";"51,33333333";"2,418181818"
Clay;"2,54";160;"1,105";49;"12,5";"53,33333333";"0,690625"
Clay;"2,54";195;1;99;"12,8";39;"0,512820513"
Clay;"2,54";235;"0,943";142;"12,9";"33,57142857";"0,401276596"
Clay;"2,54";"248,66";"1,2";157;"13,1";"31,0825";"0,482586665"
Clay;"2,54";"292,14";"1,25";199;"13,5";"29,214";"0,427877045"
Clay;"2,54";"363,96";"1,586";242;"13,6";"30,33";"0,435762172"
Clay;"2,54";"415,1";"1,623";284;"14,3";"29,65";"0,390990123"
Clay;"2,54";"563,8";"2,404";368;"13,9";"35,2375";"0,426392338"
Clay;"2,54";"604,8";"3,123";407;"14,2";"35,57647059";"0,516369048"
Clay;"2,54";"747,3";"5,462";504;"14,5";"41,51666667";"0,730897899"
Clay;"2,62";"259,83375";"3,767";"131,335";"14,5";"54,47248428";"1,449773172"
Clay;"2,62";"273,49";"3,37";"109,96";"13,9";"48,8375";"1,232220557"
Clay;"2,62";"245,2945";"2,78";"129,178";"13,9";"40,47764026";"1,133331567"
Clay;"2,62";"359,5965";"4,289";"182,386";"14,3";"38,17372611";"1,192725736"
Clay;"2,62";"394,353";"4,405";"225,412";"14,5";"37,52169363";"1,117019523"
Clay;"2,62";"509,9775";"4,895";"291,91";"15,6";"40,28258294";"0,959846268"
Clay;"2,62";"568,33325";"5,733";"329,333";"14,5";"38,04104752";"1,008739151"
Clay;"2,62";"584,0695";"10,726";"356,278";"14,5";"37,1781986";"1,836425288"
Clay;"2,62";"634,981";"5,383";"403,924";"14,7";"37,11168907";"0,847741901"
Clay;"2,65";"80,80808081";"2,02020202";"53,87205387";"13,4";"40,4040404";"2,5"
Clay;"2,65";"289,5622896";"7,407407407";"175,0841751";"14,6";"36,1952862";"2,558139535"
Clay;"2,65";"444,4444444";"12,12121212";"289,5622896";"15,4";"37,03703704";"2,727272727"
Clay;"2,65";"599,3265993";"16,83501684";"417,5084175";"16,22123894";"37,21093721";"2,808988764"
Clay;"2,65";"1279,461279";"31,64983165";"861,952862";"17,1";"41,30832131";"2,473684211"
Clay;"2,7";"869,11776";"22,0248";"-8,53671";"15,5243499";"914,8608";"2,534156016"
Clay;"2,7";"1164,72888";"19,6308";"27,80115";"15,4086165";"751,4379871";"1,685439448"
Clay;"2,7";"1000,860308";"19,43928";"4,14089";"14,44229355";"465,5164223";"1,942257061"
Clay;"2,7";"1000,855807";"19,43928";"153,10958";"14,11165306";"180,3343797";"1,942265795"
Clay;"2,7";"1000,869118";"19,6308";"178,84373";"13,83867074";"148,2769063";"1,961375334"
Clay;"2,7";"1000,966218";"19,53504";"191,51444";"13,98057013";"125,9077004";"1,95161831"
Clay;"2,7";"1001,067628";"20,1096";"223,19466";"13,66604494";"108,8116987";"2,008815332"
Clay;"2,7";"1001,199969";"20,68416";"251,51256";"13,96357967";"96,73429648";"2,065936941"
Clay;"2,7";"1001,235304";"20,97144";"253,0697";"13,97045107";"85,94294455";"2,094556586"
Clay;"2,7";"1001,239709";"21,0672";"305,30968";"13,64558118";"77,61548131";"2,104111514"
Clay;"2,7";"1001,319094";"20,01384";"307,76941";"14,00523878";"70,76460028";"1,998747464"
Clay;"2,7";"1001,288164";"20,1096";"358,45914";"13,99158487";"65,23049925";"2,008372887"
Clay;"2,24";275;"10,94";99;"12,43";"37,67123288";"3,978181818"
Clay;"2,24";285;"9,32";102;"11,65";"37,5";"3,270175439"
Clay;"2,24";409;"12,45290917";173;"13,3";"32,98387097";"3,044721068"
Clay;"2,24";392;"12,13038392";162;"12,61";"30,86614173";"3,094485693"
Clay;"2,24";685;"16,09755181";300;"13,13";"33,74384236";"2,350007564"
Clay;"2,24";620;"15,4500864";247;"13,56";"30,09708738";"2,491949419"
Clay;"2,7";900;"1,83";550;"17,50174175";"78,26086957";"0,203333333"
Clay;"2,7";"918,09387";"1,89";"618,9129";"17,424117";"61,206258";"0,205861303"
Clay;"2,7";"1153,81471";"1,95";"794,3157";"17,403707";"57,6907355";"0,169004606"
Clay;"2,7";"1283,10397";"1,65";"920,0799";"17,451423";"53,46266542";"0,128594412"
Clay;"2,7";1400;"3,05";"934,1082";"17,573483";"48,27586207";"0,217857143"
Clay;"2,7";1600;"8,91";"1028,088";"17,68438817";"49,45904173";"0,556875"
Clay;"2,7";"1798,23885";"3,23";"1294,4295";"17,80537252";"50,58337131";"0,179620188"
Clay;"2,7";"1989,35726";"6,04";"1361,8242";"17,96251081";"50,49130102";"0,303615651"
Clay;"2,7";"2132,60778";"5,8";"1554,4926";"18,16849229";"48,0858575";"0,271967497"
Clay;"2,7";2220;"7,93";"1521,531";"18,295252";"46,68769716";"0,357207207"
Clay;"2,7";"2963,47694";"12,02";"2065,7898";"18,60969051";"43,93590719";"0,405604641"
Clay;"2,7";"3043,97362";"9,46";"2171,3454";"18,55132723";"43,51642059";"0,310777989"
Clay;"2,7";"3303,85413";"12,88";2200;"18,43167158";"45,16546999";"0,38984772"
Clay;"2,7";3410;"11,11";2280;"18,25323313";"44,63350785";"0,325806452"
Clay;"2,7";3510;"14,65";2300;"18,06130433";"44,40227704";"0,417378917"
Clay;"2,69";"896,8552577";"11,46929991";"497,7578475";"18,1909045";"107,5103486";"1,278835109"
Clay;"2,69";"932,8982043";"11,45763463";"376,6816143";"18,48880128";"100,5063326";"1,228176298"
Clay;"2,69";"1056,825033";"11,45355179";"511,2107623";"18,3755276";"109,0273367";"1,083769917"
Clay;"2,69";"698,3938484";"29,22151777";"87,44394619";"18,60751894";"65,68074744";"4,184102972"
Clay;"2,69";"839,0077241";"26,995783";"363,2286996";"18,64770081";"75,56495199";"3,217584562"
Clay;"2,69";"1002,982458";"23,88407048";"437,2197309";"18,30316331";"89,85784359";"2,381304907"
Clay;"2,69";"1002,982458";"23,88407048";"437,2197309";"18,45311907";"89,85784359";"2,381304907"
Clay;"2,69";"1503,138421";"12,31853204";"524,6636771";"18,34109243";"125,4252756";"0,819520802"
Clay;"2,69";"959,374963";"18,52854202";"591,9282511";"17,3862593";"72,9048831";"1,9313139"
Clay;"2,69";"951,8104147";"17,63906468";"625,5605381";"17,75487263";"71,68994864";"1,853211985"
Clay;"2,69";"995,8632781";"15,4150797";"625,5605381";"17,9194983";"73,38444166";"1,547911249"
Clay;"2,69";"1061,942573";"31,85203763";"625,5605381";"18,27026087";"74,69678706";"2,999412439"
Clay;"2,69";"1061,942573";"29,62921918";"625,5605381";"17,72398517";"74,08451832";"2,790096181"
Clay;"2,69";"1038,136347";"10,95136163";"672,6457399";"18,30829735";"68,22929571";"1,054905906"
Clay;"2,69";"1038,136347";"15,82978028";"672,6457399";"17,53920425";"62,44306568";"1,524826709"
Clay;"2,69";"1073,51208";"10,04496964";"652,4663677";"17,72711884";"61,735004";"0,935710909"
Clay;"2,69";"1037,023765";"10,48183425";"618,8340807";"17,75999716";"57,31314602";"1,010761238"
Clay;"2,69";"1102,435847";"11,80992598";"719,7309417";"18,42448694";"59,01228921";"1,071257436"
Clay;"2,69";"1159,170799";"12,24445754";"800,4484305";"18,54084666";"59,07683512";"1,056311766"
Clay;"2,69";"1260,625827";"17,11995987";"780,2690583";"18,09986501";"59,94037142";"1,358052445"
Clay;"2,69";"1351,623931";"16,66326429";"786,9955157";"18,06609101";"60,54642871";"1,232832885"
Clay;"2,69";"1500,469568";"16,65043249";"928,2511211";"18,54576324";"64,17418699";"1,109681452"
Clay;"2,69";"1566,548863";"21,08498737";"928,2511211";"18,39432361";"63,64234575";"1,345951465"
Clay;"2,69";"1753,66261";"19,29728374";"1056,053812";"18,17563154";"68,62352795";"1,100398881"
Clay;"2,65";338;"4,5";164;"15,8368";"84,5";"1,331360947"
Clay;"2,65";384;"5,2";197;"15,7094";80;"1,354166667"
Clay;"2,65";439;"6,5";200;"15,5232";"77,01754386";"1,480637813"
Clay;"2,65";477;"6,1";253;"15,5232";"70,14705882";"1,278825996"
Clay;"2,65";521;"7,3";275;"15,5722";"65,94936709";"1,401151631"
Clay;"2,65";556;"6,7";294;"15,729";"63,18181818";"1,205035971"
Clay;"2,65";606;"5,3";323;"15,8368";"61,21212121";"0,874587459"
Clay;"2,65";646;"5,7";373;"15,9348";"58,72727273";"0,882352941"
Clay;"2,65";710;7;400;"16,0524";"59,66386555";"0,985915493"
Clay;"2,65";777;8;433;"16,1406";"61,18110236";"1,02960103"
Clay;"2,65";834;"7,1";462;"16,2484";"60,43478261";"0,851318945"
Clay;"2,65";884;"8,8";508;"16,562";"60,13605442";"0,995475113"
Clay;"2,65";943;7;533;"16,8168";"59,6835443";"0,742311771"
Clay;"1,9";"99,45";"1,86855";65;"13,13";"35,49250535";"1,878883861"
Clay;"1,9";"114,315";"2,032105";"81,5";"13,92";"34,4841629";"1,777636356"
Clay;"1,9";"163,876";"2,472112";"113,6";"13,52";"37,89916744";"1,508525959"
Clay;"1,9";"166,254";"1,888998";"119,4";"13,82";"34,62903562";"1,136212061"
Clay;"1,9";"183,52";"2,40844";132;"14,11";"34,56120527";"1,312358326"
Clay;"1,9";"216,963";"3,188881";"154,3";"14,01";"34,3567696";"1,469781023"
Clay;"1,9";"272,123";"2,273001";"190,3";"14,31";"37,26181021";"0,835284412"
Clay;"1,9";"301,466";"3,253442";"212,6";"14,7";"36,31245483";"1,079206942"
Clay;"1,9";"334,499";"3,448213";"233,9";"14,9";"35,90971551";"1,030858986"
Clay;"1,9";"387,855";"7,495385";"265,5";"14,31";"34,28704031";"1,932522463"
Clay;"1,9";"493,888";"9,173656";"336,8";"14,8";"37,09817472";"1,857436504"
Clay;"1,9";"540,661";"8,611107";"362,1";"14,6";"37,77676076";"1,592699862"
Clay;"1,9";"597,502";"9,979774";"392,2";"14,9";"39,04221119";"1,670249472"
Clay;"1,9";"629,487";"9,884769";"440,7";"14,31";"38,97269688";"1,570289617"
Clay;"2,77";"1480,686695";"77,72894619";"58,5189032";"18,0504";"317,0278172";"5,249520134"
Clay;"2,77";"1476,39485";"78,14961128";"69,36435397";"18,5409";"311,8316419";"5,29327309"
Clay;"2,77";"1021,459227";"48,65482057";"154,9750727";"17,2656";"197,2400938";"4,763266047"
Clay;"2,77";"703,8626609";"24,37406299";"293,7037806";"17,0694";"127,8970908";"3,462900413"
Clay;"2,77";"656,6523605";"20,89013366";"321,437474";"17,5599";"116,6038984";"3,181307937"
Clay;"2,77";"613,7339056";"17,39434348";"339,5201496";"17,2656";"105,3861222";"2,834183238"
Clay;"2,77";"596,5665236";"14,77546605";"343,1429165";"17,1675";"100,233024";"2,476750784"
Clay;"2,77";"613,7339056";"14,75174434";"341,9505609";"17,9523";"101,0153554";"2,403605895"
Clay;"2,77";"613,7339056";"13,87483158";"366,0552555";"16,9713";"99,89180365";"2,260724306"
Clay;"2,77";"622,3175966";"13,39486219";"375,6709597";"16,7751";"97,23346866";"2,152415787"
Clay;"2,77";"562,2317597";"11,49870638";"368,4524304";"17,2656";"77,04834465";"2,04518976"
Clay;"2,77";"600,8583691";"11,05431957";"368,4545077";"17,0694";"81,67254755";"1,839754614"
Clay;"2,77";"583,6909871";"10,17740681";"367,2247611";"17,5599";"78,65413195";"1,743629254"
Clay;"2,77";"600,8583691";"10,14182423";"380,4715413";"17,1675";"78,87923046";"1,687889319"
Clay;"2,77";"648,0686695";"9,8";"444,3934358";"17,4618";"68,89336211";"1,51218543"
Clay;"2,77";"652,360515";"9,341611685";"460,0747819";"17,2656";"67,93005081";"1,431970739"
Clay;"2,77";"656,6523605";"9,738555063";"460,0664728";"17,658";"67,06465628";"1,483061"
Clay;"2,77";"656,6523605";"9,726694205";"469,7216452";"17,3637";"66,6287127";"1,481254738"
Clay;"2,77";"682,4034335";"10,54667485";"456,4707104";"18,8352";"67,48679928";"1,545519019"
Clay;"2,71";146;"3,71";82;"15,70286178";"81,11111111";"2,54109589"
Clay;"2,71";195;"2,85";144;"15,41934283";"52,7027027";"1,461538462"
Clay;"2,71";236;"2,93";190;"15,37251679";"47,2";"1,241525424"
Clay;"2,71";318;"2,75";250;"15,11384091";"42,4";"0,864779874"
Clay;"2,71";462;"4,95";361;"15,50454554";42;"1,071428571"
Clay;"2,71";679;"10,6";595;"15,82333356";"41,15151515";"1,561119293"
Clay;"2,77";"359,1240876";"6,369230769";200;"15,1254971";"133,3889468";"1,773545966"
Clay;"2,77";"385,4014599";"6,646153846";"245,1612903";"15,19007444";"120,9363202";"1,724475524"
Clay;"2,77";"420,4379562";"6,646153846";"258,0645161";"15,25244622";"112,5289824";"1,580769231"
Clay;"2,77";"464,2335766";"7,061538462";"277,4193548";"15,31257886";"106,9500139";"1,521117562"
Clay;"2,77";"481,7518248";"7,2";"296,7741935";"15,35667576";"99,6350365";"1,494545455"
Clay;"2,77";"525,5474453";"7,2";"322,5806452";"15,40137699";"97,6016684";"1,37"
Clay;"2,77";"551,8248175";"7,753846154";"335,483871";"15,44235444";"92,99270073";"1,405128205"
Clay;"2,77";"543,0656934";"7,476923077";"348,3870968";"15,48386302";"83,05710605";"1,376799007"
Clay;"2,77";"586,8613139";"8,307692308";"361,2903226";"15,51546905";"83,44434307";"1,415614237"
